bedrooms,bathrooms,sqft_living_log,sqft_lot,floors,view,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,property_age
3,1.75,7.766840537085513,8290,1.0,0,7,1180,1180,1880,7670,65
4,2.5,7.779466967458324,5021,2.0,0,7,2390,0,2520,5333,13
4,1.75,7.518064181233078,5100,1.0,0,5,1840,0,2160,5400,82
4,2.25,7.58629630715272,7532,1.0,0,8,1390,580,1970,8248,32
5,2.5,7.919719760924575,6000,1.5,0,8,1750,1000,1520,4158,21
3,0.75,6.825460036255307,20412,1.0,2,6,920,0,1162,54705,65
3,1.75,7.340186835320115,61419,1.0,0,7,1540,0,3790,8529,48
4,2.5,8.013343181386672,36893,2.0,0,9,3020,0,3020,36444,8
3,1.0,7.186144304522325,7155,1.0,0,6,1320,0,1070,8100,54
3,2.25,7.5126175446745105,8276,1.0,0,8,1350,480,1920,8276,26
4,2.25,7.58629630715272,8941,2.0,0,7,1970,0,1880,7793,42
3,2.0,7.444833273892193,8910,1.0,0,7,1710,0,1430,8493,62
3,3.0,8.019941687677365,5067,3.0,2,10,3040,0,1820,5998,22
4,1.5,7.659642954564682,7110,1.5,0,6,2120,0,1540,7110,96
2,1.0,7.193685818395112,3698,1.0,0,7,1330,0,1900,5000,63
4,2.5,7.8713112033234065,14126,1.0,4,8,1620,1000,2620,8905,74
4,2.75,7.560601162768557,4400,1.0,0,6,960,960,1040,4400,109
5,3.5,7.965892735084528,3750,2.0,2,8,2270,610,2060,4000,14
5,3.5,8.382747094863314,12240,2.0,0,11,3270,1100,2980,12800,25
3,2.25,7.596392304064196,6256,1.0,0,7,1390,600,2080,9300,55
3,1.75,7.427144133408616,28046,1.0,3,8,1180,500,2190,26308,67
4,2.75,7.824445930877619,5100,1.5,0,7,1420,1080,1430,5100,108
3,2.5,7.259116128097101,814,2.0,0,8,1140,280,1340,1382,7
3,1.0,7.244941546337007,1581,1.5,0,8,1400,0,1860,3861,106
1,1.0,6.478509642208569,15364,1.0,0,5,650,0,1630,7952,48
3,1.75,7.840312983320164,8280,1.0,0,7,1270,1270,1950,8280,66
3,2.25,7.43307534889858,4964,2.0,0,8,1690,0,1800,5036,26
3,1.75,7.696667081526462,7706,2.0,2,7,2200,0,1170,70973,27
6,1.75,7.916078096302786,6360,1.0,3,8,1370,1370,2150,6600,62
3,2.0,7.1631723908466425,5757,1.0,0,7,1290,0,1580,6798,21
4,2.5,7.771067086065406,10513,2.0,0,8,2370,0,2110,9540,28
3,2.5,7.867488568699128,6405,2.0,0,8,2610,0,2580,6285,14
4,2.25,7.664346632098617,7210,1.0,0,7,1330,800,1310,7896,50
4,2.25,7.736743682453495,9900,1.0,2,8,1550,740,2320,9900,56
3,1.0,6.803505257608338,4084,1.5,0,7,900,0,1280,4080,105
4,1.75,7.421177528595393,8000,1.0,0,8,1670,0,1720,8000,41
3,2.5,7.215975002651466,1016,3.0,0,7,1310,50,1365,1156,12
2,1.0,6.673297967767654,7095,1.0,0,6,790,0,1150,7200,71
4,3.5,8.464003362902119,8611,2.0,3,11,3640,1100,4042,8321,9
4,2.5,7.930565854233965,10480,1.0,3,7,1390,1390,2860,10506,48
3,1.75,7.7752758464868625,10450,1.0,0,8,1400,980,2150,9600,38
3,2.5,7.565793282428515,7214,2.0,0,8,1930,0,1930,7266,10
3,2.25,7.8636512654486515,15000,2.0,0,9,2600,0,2380,15000,37
2,2.0,7.1785454837637,2841,2.0,0,6,1310,0,1360,2550,11
3,2.5,7.409136443920128,1793,3.0,0,8,1650,0,1650,1863,8
3,2.5,7.409136443920128,2201,3.0,0,8,1650,0,1650,1965,8
3,2.0,7.039660349862076,11161,1.0,0,7,1140,0,1720,8587,17
3,2.5,7.43307534889858,1613,2.0,0,8,1150,540,1690,1662,1
3,2.0,7.346655163176539,18958,1.5,0,7,1550,0,1840,12826,32
4,2.0,7.816416983691801,3680,1.5,0,7,1470,1010,1500,5750,99
4,1.75,7.621195162809845,53578,1.0,0,7,1160,880,2040,53578,56
4,2.5,7.937731775260109,10786,1.0,0,8,1420,1380,2140,10788,45
4,2.5,7.565793282428515,7014,2.0,0,8,1930,0,1990,7920,21
4,2.5,7.732369222284388,9491,1.0,0,7,1290,990,1560,8050,49
5,3.25,8.326274787396764,7197,2.0,0,10,4130,0,3730,7202,3
2,1.0,6.710523109452428,6250,1.0,0,5,820,0,1300,6250,93
3,2.5,7.462214939768189,3721,2.0,0,8,1740,0,2030,3794,6
4,2.25,7.596392304064196,5948,2.0,0,8,1990,0,2150,6459,24
4,1.75,7.438971592395862,10642,1.0,0,7,850,850,1610,11200,61
2,1.0,6.957497370876951,2570,1.0,0,7,850,200,1080,2800,88
4,1.75,7.479299637782834,12462,1.0,2,8,1770,0,2310,14810,53
3,2.5,7.62608275807238,5694,2.0,2,8,2050,0,2680,7187,11
2,1.75,7.462214939768189,5100,1.0,0,6,580,1160,1440,5100,100
4,2.75,8.289288323000317,285318,2.0,2,9,3980,0,2100,105415,9
3,1.75,7.62608275807238,3520,1.0,0,7,1070,980,2050,16083,38
4,2.5,7.75833346749091,10800,1.0,0,8,2340,0,2650,13500,8
5,3.0,8.000014093678072,10064,1.0,0,7,1680,1300,1590,7800,75
3,2.5,7.824445930877619,10359,2.0,0,10,2500,0,2580,10142,29
2,1.0,6.918695219020472,5200,1.0,0,7,1010,0,1580,7500,60
3,1.75,7.403061091090091,10762,1.0,0,7,1130,510,1680,10259,27
2,1.0,7.155396301896734,12500,1.0,0,7,1060,220,1460,17771,64
4,2.25,7.908754738783246,18295,1.0,0,8,2000,720,2720,18295,36
3,1.0,7.170888478512505,6710,1.0,0,6,1300,0,1630,9946,63
2,2.25,7.193685818395112,806,3.0,0,8,1330,0,1320,1389,6
3,2.25,7.215975002651466,9600,2.0,0,7,1360,0,1200,10400,23
4,1.0,7.13966033596492,4080,1.0,0,7,1260,0,1340,4080,104
4,1.5,7.576097340623111,6300,1.5,1,7,1650,300,1760,6300,71
3,3.5,7.2868764117507,1021,2.0,0,8,1150,310,1460,1245,9
3,1.0,6.976348070447749,10125,1.0,0,7,1070,0,1540,10200,54
5,3.25,8.058643712215618,13238,2.0,0,8,3160,0,2360,12042,43
3,2.0,7.237778191923443,8245,1.0,0,7,1390,0,1260,8245,31
3,1.0,6.8679744089702925,5700,1.0,0,5,960,0,960,5700,59
4,2.5,8.0774471493312,14463,2.0,0,8,3220,0,2550,12109,37
4,3.25,8.146419323098003,6184,2.0,0,9,3450,0,3020,5369,1
3,1.0,7.669028288589683,5037,1.0,0,7,2140,0,1630,6054,58
2,1.0,6.608000625296087,6840,1.0,0,6,740,0,740,6840,73
3,2.5,7.771067086065406,10968,2.0,0,9,2370,0,2380,8144,30
4,2.5,8.157943507105037,9030,1.5,0,8,3490,0,2540,8400,46
4,2.25,7.9865049385539955,20384,2.0,0,9,2940,0,3410,19910,45
4,2.0,7.365812837209472,7800,2.0,0,6,1580,0,1190,4440,109
4,2.5,8.18060094759445,17411,2.0,0,10,3570,0,3510,16153,25
2,1.0,6.8679744089702925,4800,1.5,0,6,960,0,1440,4800,103
3,1.0,6.888572459565364,7000,1.0,0,6,980,0,1220,7000,62
4,3.25,8.38958706681109,16625,2.0,0,11,4400,0,4440,15523,12
3,2.75,8.080546965824498,75889,2.0,4,7,3230,0,2560,72229,22
3,2.5,7.754052639035757,9160,2.0,0,9,2330,0,2460,9160,18
3,1.0,6.957497370876951,5664,1.0,0,7,910,140,1500,5664,68
5,2.75,7.886457270977689,8737,1.0,4,8,1470,1190,3280,8783,46
3,1.5,7.501634457883413,3880,1.5,0,8,1310,500,1400,3880,86
3,2.5,7.771067086065406,15375,2.0,2,9,2370,0,2450,9800,22
3,2.5,7.890208213109961,4534,2.0,0,9,2670,0,3040,5079,8
4,2.75,7.814399633804487,4000,2.0,0,7,2475,0,2475,4000,1
4,2.5,7.824445930877619,8282,2.0,0,9,2500,0,2500,8046,2
2,1.0,6.621405651764134,34133,1.0,0,6,750,0,1460,25792,65
3,3.5,8.279189777195004,11632,2.0,0,10,3940,0,2015,11632,1
5,2.25,7.630946580890459,9000,1.0,0,7,1320,740,2050,8800,54
6,4.0,7.901377353792616,7416,1.0,0,7,1350,1350,2260,5324,46
3,1.0,6.918695219020472,9450,1.0,0,7,1010,0,1240,9450,56
3,1.0,7.057036981697891,9375,1.0,0,7,1160,0,1160,9650,48
3,1.5,7.074116816197362,10277,1.0,0,6,1180,0,1680,11104,32
4,1.5,7.616283561580385,3300,1.5,0,8,1530,500,2610,5400,88
3,2.5,7.273092595999522,2500,2.0,0,7,1440,0,1440,5000,7
3,2.0,7.749753406274437,7800,1.0,0,7,1160,1160,1380,7800,55
5,2.0,7.9865049385539955,5500,2.0,0,9,2340,600,2940,5500,106
1,1.0,6.792344427470809,211576,1.5,0,7,890,0,1670,217364,19
2,1.0,6.710523109452428,8860,1.0,0,6,820,0,1660,15375,65
3,2.25,7.223295679562314,6600,2.0,0,7,1370,0,1370,6600,22
5,3.0,7.791935956938058,11250,2.0,0,8,2420,0,1510,9950,2
3,1.75,7.671360923190644,3840,1.5,0,8,2145,0,1140,3840,105
3,2.5,7.8713112033234065,14096,2.0,0,9,2620,0,3010,14096,26
4,2.75,8.205491613120236,5637,2.0,0,9,3660,0,3625,5639,1
3,2.5,7.462214939768189,1280,3.0,2,8,1740,0,1740,1308,7
3,2.0,7.550135342488429,7980,1.0,0,7,1340,560,1690,7840,38
4,2.5,7.852050207265889,4480,1.5,0,8,1580,990,2070,4480,88
3,1.0,7.099201743553092,3720,2.0,0,8,1210,0,1560,6000,85
5,3.5,8.33110454805304,13232,2.0,0,11,4150,0,3840,15121,9
4,2.5,7.930565854233965,6837,2.0,0,9,2780,0,1160,6837,11
4,3.75,8.27410200229233,4500,3.0,0,8,3920,0,2040,3000,2
2,1.0,6.846943139585379,5413,1.0,0,7,940,0,1340,5296,92
4,2.25,7.83241092718792,10370,2.0,0,9,2520,0,2848,12682,35
3,2.5,7.883823214892152,4510,2.0,0,8,2653,0,2653,4927,9
3,1.0,7.496097345175956,4005,1.5,0,7,1160,640,1240,4005,86
3,2.25,7.581209826196346,17126,1.0,0,8,1400,560,2060,11466,49
4,2.5,8.18060094759445,6054,2.0,0,9,3570,0,3600,6050,1
3,1.75,7.824445930877619,8289,1.0,0,7,1250,1250,1710,8205,57
4,2.5,7.989899374942939,7024,2.0,0,10,2950,0,2950,6339,3
3,1.0,7.02197642307216,5200,1.0,0,7,1120,0,1690,5200,39
3,2.0,7.937731775260109,10501,1.0,0,7,1400,1400,2260,6534,61
4,2.5,7.65491704784832,5306,2.0,0,8,2110,0,2250,5306,3
3,2.5,6.928537818164665,1570,2.0,0,7,720,300,1470,1249,11
4,1.5,7.1785454837637,137214,1.5,0,7,1310,0,1310,9450,89
3,3.25,7.645397699428633,51212,1.0,0,8,1510,580,2690,40820,26
3,1.0,7.507141079727608,8142,1.0,0,7,1040,780,1820,8142,54
3,2.25,7.13966033596492,915,2.0,0,8,1020,240,1260,1056,8
4,4.0,8.0959035329611,8448,2.0,0,10,3280,0,3730,8030,8
4,2.5,7.7057128238944275,4720,2.0,0,7,2220,0,2090,4717,17
3,1.0,7.02197642307216,8549,1.0,0,7,1120,0,1440,8640,63
2,1.0,7.115582126184454,3800,1.0,0,7,1230,0,1610,3800,87
3,1.0,7.131698510466912,4800,1.0,0,7,1250,0,1404,4800,64
4,5.0,8.708804795117285,21630,1.0,3,12,3555,2500,4890,19223,19
2,1.0,7.208600337960199,3880,1.0,0,6,950,400,1670,3920,88
3,1.75,7.409136443920128,14633,1.0,0,7,1650,0,1370,12495,57
5,3.0,7.951911381854188,6240,2.0,0,9,2440,400,2940,6000,110
6,3.0,8.013343181386672,13783,2.0,0,8,3020,0,1720,13500,13
2,1.5,7.421177528595393,9880,1.0,0,7,1670,0,1670,9807,52
4,2.5,7.820439515262181,8124,2.0,0,7,2490,0,2760,6300,14
3,1.75,7.528869256642251,6000,2.0,2,8,1860,0,3030,7119,56
5,3.25,8.33110454805304,7100,2.0,0,10,4150,0,3560,7214,2
4,2.0,7.714677473800927,7725,1.0,0,7,1120,1120,1340,6300,59
3,3.0,7.333676395657684,9997,1.0,0,6,1020,510,1410,9997,23
7,4.25,8.208219383496834,4000,2.0,1,8,2800,870,2010,4000,51
5,2.5,7.714677473800927,7543,1.0,0,7,1140,1100,2110,7408,49
3,1.0,7.123672785204607,5000,1.5,0,7,1240,0,1240,4900,106
4,1.75,7.390798521735676,4980,1.0,0,7,860,760,1400,4980,68
3,2.25,7.544861068658458,7314,1.0,0,7,1100,790,1520,7676,34
5,4.25,8.436200032206706,13252,2.0,4,11,4610,0,4400,15154,11
3,2.0,7.365812837209472,5080,1.0,0,6,800,780,1580,7114,73
3,1.5,7.365812837209472,8841,1.5,0,7,1180,400,1580,7512,92
6,1.75,7.783640596221253,7500,1.5,0,7,1400,1000,1980,7500,40
3,2.0,7.779466967458324,6888,2.0,1,8,2390,0,2390,7920,76
2,1.0,7.155396301896734,5250,1.0,0,7,1140,140,1050,5250,73
4,3.25,8.519390774959724,34460,2.0,0,12,5010,0,4760,34460,27
3,1.0,7.170888478512505,10236,1.0,0,6,1300,0,1380,11325,44
3,2.5,7.749753406274437,32772,2.0,0,9,2320,0,2610,33305,23
4,3.25,8.359603270841466,6384,2.0,0,9,3060,1210,2850,6285,14
4,3.0,7.796057974316123,7243,2.0,0,8,2430,0,2430,7084,12
3,3.5,7.816416983691801,3200,2.0,0,10,2480,0,1980,3200,5
3,2.25,7.390798521735676,8701,1.0,0,7,1220,400,1600,7910,53
4,2.5,7.83241092718792,7253,2.0,0,9,2520,0,2570,8359,25
3,2.5,7.409136443920128,6675,1.0,0,8,1290,360,1880,6675,25
3,2.0,6.888572459565364,5000,1.0,0,6,980,0,1970,3025,75
4,1.0,7.273092595999522,6678,1.0,0,7,1040,400,1320,6678,65
4,2.5,7.415175109613295,9760,2.0,0,7,1660,0,1580,9614,21
6,1.75,7.687538766201629,4000,1.5,0,7,1380,800,1720,4000,89
3,2.0,7.13966033596492,22100,2.0,0,7,1260,0,1430,13000,34
2,1.0,7.107425474110705,6000,1.0,0,6,880,340,1220,6840,77
4,2.5,8.058643712215618,4620,1.5,4,9,2020,1140,2790,5308,10
4,2.0,7.496097345175956,13551,1.0,0,7,1800,0,1730,13551,41
2,1.0,6.966967138613983,4960,1.0,0,7,1060,0,1420,4960,89
3,1.5,7.215975002651466,9625,1.0,0,7,1360,0,1890,9625,52
3,1.0,7.365812837209472,5000,1.5,0,7,1580,0,1280,4000,89
3,1.5,7.090909822079984,9720,1.0,0,7,1200,0,1380,10284,50
3,2.5,7.732369222284388,4557,2.0,0,8,2280,0,2070,4610,5
3,1.5,7.074116816197362,7000,1.0,0,7,1180,0,1180,7370,38
4,2.75,7.808323050391055,3600,2.0,0,8,1640,820,1890,3600,8
3,2.5,8.163656176168432,9824,2.0,0,9,3510,0,3510,10588,13
4,3.0,8.221747728346623,15048,3.0,0,7,3720,0,2020,15180,1
4,1.0,7.581209826196346,94525,1.5,0,6,1960,0,2430,188564,36
3,1.0,6.93828448401696,7800,1.0,0,7,1030,0,1630,12664,61
5,3.25,8.58876938990546,14091,2.0,0,10,3850,1520,2410,12047,7
8,6.0,8.375860015299594,9415,2.0,0,8,4340,0,2050,9100,48
4,3.5,8.205491613120236,4903,2.0,0,9,2760,900,3630,4992,1
3,2.5,7.462214939768189,4145,2.0,0,7,1740,0,1740,4045,5
3,2.5,7.682943169878292,5000,2.0,0,9,2170,0,2170,5000,12
3,2.5,7.983098940710892,9280,2.0,0,10,2930,0,2730,10090,27
4,2.75,8.052296499538647,9085,1.0,2,8,1570,1570,2430,9350,54
3,2.5,7.560601162768557,1649,2.5,0,8,1600,320,1650,3053,11
3,1.75,7.456454555176209,15003,1.0,0,7,1150,580,1900,15483,35
3,1.75,7.7279755421055585,9000,1.0,0,8,1330,940,2090,8400,37
3,2.5,7.8636512654486515,4724,2.0,0,7,2600,0,2400,4724,13
3,2.0,7.1785454837637,8069,1.0,0,7,1310,0,1310,8392,25
3,1.75,7.201170883281678,13241,1.0,2,7,1340,0,2090,9704,30
2,1.5,7.223295679562314,4102,2.0,0,7,1370,0,1380,3211,28
4,2.5,7.714677473800927,7350,2.0,0,9,2240,0,2200,8017,26
2,1.0,6.814542897259958,5525,1.0,0,6,910,0,1620,5525,105
4,2.75,7.581209826196346,8937,1.0,0,7,980,980,1480,10016,61
4,2.5,8.061802274538348,94855,1.0,0,9,1910,1260,2590,65340,37
4,2.0,7.687538766201629,10447,1.0,0,8,1280,900,2190,10987,46
3,1.75,7.215975002651466,18123,1.0,0,8,1360,0,1570,16817,32
3,1.0,7.223295679562314,11658,1.0,0,6,1370,0,1080,9198,57
4,2.0,7.32052696227274,3500,1.5,0,7,1510,0,1820,3750,104
4,2.5,8.216358332386156,4500,2.0,0,9,3700,0,3050,5047,8
4,2.5,7.901377353792616,8810,2.0,0,9,2700,0,2730,5100,11
3,1.5,7.039660349862076,3104,2.0,0,7,1140,0,1150,2981,27
3,2.25,7.421177528595393,7150,2.0,0,7,1670,0,1570,7040,25
4,2.5,8.064950891749143,10105,2.0,0,9,3180,0,2670,10355,29
4,2.5,7.591357046698551,5020,2.0,0,7,1980,0,1980,5064,8
9,3.0,7.944846711001996,4480,2.0,0,7,1880,940,2460,4400,97
2,2.0,7.300472814267799,6075,1.0,0,7,740,740,1230,6053,96
1,1.0,6.274762021241939,13679,1.0,0,6,530,0,1930,20624,66
2,1.75,7.32052696227274,4500,1.0,0,8,1510,0,1740,6000,37
1,1.0,6.431331081933479,8685,1.0,0,5,620,0,1300,12150,39
4,3.0,7.855932199718614,5511,2.0,0,8,2580,0,2010,5600,16
3,2.25,8.068089626278244,324086,2.0,2,9,3190,0,3190,217800,33
3,2.5,8.172164452111904,38322,2.0,0,10,3540,0,3540,35926,26
4,2.5,8.11102783819368,9557,2.0,0,10,3330,0,3360,9755,20
3,1.0,6.994849985833071,3000,1.5,0,8,1090,0,1570,5080,86
4,3.75,8.289288323000317,7828,2.0,0,10,3980,0,3980,8910,14
3,1.5,7.307202314764738,10132,1.0,0,6,1490,0,1720,9915,46
4,3.0,7.606387389772652,7426,1.0,0,7,1090,920,1470,7426,64
4,2.5,7.507141079727608,3899,2.0,0,7,1820,0,1820,3899,16
3,1.0,6.769641976852503,8040,1.0,0,7,870,0,1440,8040,62
3,2.25,7.390798521735676,6000,1.0,0,7,1280,340,1710,6318,17
3,1.75,7.53955882930103,6360,1.0,0,7,1040,840,1770,6175,70
3,1.0,7.147559271189454,4268,1.0,0,7,1270,0,1310,4080,94
2,1.0,6.78105762593618,5500,1.0,0,6,880,0,1080,5500,111
3,2.5,7.979681302387741,3942,3.0,0,10,2920,0,2920,3942,7
4,2.5,7.796057974316123,5959,2.0,0,8,2430,0,2100,5414,13
4,2.25,7.95892649305011,10702,2.0,0,10,2860,0,2890,10572,33
4,2.5,7.804251383528112,55387,2.0,0,9,2450,0,2730,38827,21
4,2.25,7.828436359157585,9800,2.0,0,9,2510,0,2440,11000,37
3,1.0,7.057036981697891,8813,1.0,0,7,1160,0,1200,7615,63
3,3.5,7.62608275807238,21744,2.0,4,9,1750,300,2300,12200,85
2,1.0,7.02197642307216,4284,1.0,0,6,730,390,2050,4160,94
5,1.75,7.565793282428515,501376,2.0,0,7,1930,0,1710,87120,85
4,3.25,8.235095497258357,4103,2.0,0,9,2710,1060,2560,4160,90
3,1.5,7.300472814267799,7749,1.0,0,7,1480,0,1140,5320,55
3,2.75,7.7057128238944275,4000,2.0,0,8,1700,520,1800,4000,15
3,2.0,6.93828448401696,11118,1.0,0,7,1030,0,1300,7920,45
4,2.5,8.000014093678072,9235,1.0,0,8,1690,1290,2690,10046,38
5,3.25,7.989899374942939,67475,1.0,0,8,2530,420,2620,39820,11
2,2.0,7.732369222284388,6815,1.0,0,8,2280,0,2280,6750,13
4,3.75,8.309184527686298,19290,2.0,0,10,4060,0,4020,13250,13
3,1.75,7.307202314764738,9493,1.0,0,8,1490,0,2440,9600,39
4,2.5,7.692113339595466,8100,1.0,0,8,1250,940,2100,8840,37
3,2.25,7.701200180857446,22040,1.0,0,8,1510,700,2470,14258,39
2,1.0,7.039660349862076,1730,1.5,0,8,1010,130,1360,1730,8
3,1.0,7.131698510466912,6250,1.0,0,7,1030,220,1130,6250,66
3,1.5,7.090909822079984,9120,1.0,0,7,1000,200,1640,9200,52
4,2.25,7.962415680121064,8393,1.0,0,8,1480,1390,2930,9850,38
2,1.5,7.496097345175956,4500,1.0,2,7,1000,800,2270,3840,73
5,2.75,7.9483852851118995,8925,1.5,0,7,2830,0,1700,8539,48
2,1.0,7.259116128097101,16400,1.5,0,6,1420,0,1900,16400,72
3,2.25,8.098946748943339,5000,2.0,0,9,2730,560,2340,4000,76
2,1.0,6.660575149839686,8160,1.0,0,6,780,0,1310,8160,62
4,1.0,7.307202314764738,6600,1.0,0,7,1490,0,1280,6600,46
4,1.0,7.353081920515432,8450,1.5,0,6,1560,0,1380,8100,61
3,1.0,7.131698510466912,7280,1.0,0,7,1250,0,1690,7280,40
4,2.0,7.280008252884188,5456,1.0,0,7,1450,0,980,6100,64
3,2.25,7.473637108496206,5421,2.0,0,7,1760,0,1570,6000,24
3,1.0,7.131698510466912,21303,1.0,0,6,1250,0,1250,17920,45
2,2.0,7.223295679562314,5756,1.0,0,8,1370,0,1380,5444,29
2,1.0,6.947937068614969,4172,1.0,0,7,1040,0,3120,4800,69
4,1.75,7.669028288589683,7102,1.0,0,7,1070,1070,1950,7102,67
4,2.25,7.534228326274089,5371,2.0,0,7,1870,0,2380,4502,6
3,2.5,7.43307534889858,5131,1.0,0,7,1690,0,860,5137,17
2,1.0,7.462214939768189,5719,1.0,0,8,1740,0,1980,5000,60
3,2.5,7.427144133408616,1683,2.0,0,9,1120,560,1610,1249,1
4,2.25,7.736743682453495,9546,1.0,0,8,1780,510,2360,8864,39
3,2.5,7.280008252884188,4106,2.0,0,7,1450,0,2000,4000,4
3,2.75,7.645397699428633,8354,2.0,0,8,2090,0,2280,6348,3
3,2.75,7.696667081526462,3885,2.0,0,8,2200,0,2710,6000,13
4,2.75,8.152198015861787,212639,2.0,0,7,2070,1400,2370,233917,22
4,2.5,8.146419323098003,39683,2.0,0,10,3450,0,3350,39750,13
2,1.0,6.508769136971682,6750,1.0,0,5,670,0,1700,11520,68
3,1.0,6.647688373563329,6552,1.0,0,6,670,100,920,7200,73
2,1.0,6.928537818164665,9200,1.0,0,7,1020,0,1520,9600,37
2,1.0,6.976348070447749,5000,1.0,0,7,1070,0,1710,5000,91
3,3.0,7.875119281040293,4972,2.0,0,9,2630,0,2880,4972,9
5,2.5,8.0774471493312,10572,2.0,0,8,3220,0,2890,9090,9
3,1.5,7.313886831633462,8272,1.0,0,7,1500,0,1630,8270,57
3,2.5,7.962415680121064,7288,2.0,0,9,2870,0,2870,5998,3
2,1.5,7.107425474110705,1120,2.5,0,8,1110,110,2010,3175,7
3,2.5,7.804251383528112,4400,2.0,0,9,1800,650,2220,5500,93
4,2.5,7.732369222284388,9899,2.0,0,8,2280,0,1970,9451,28
3,1.75,7.353081920515432,8968,1.0,0,8,1560,0,1990,8034,43
4,1.75,7.462214939768189,4816,1.0,0,7,870,870,1210,5074,73
3,2.25,7.58629630715272,35100,2.0,0,9,1970,0,2340,35100,38
4,2.5,7.852050207265889,9086,2.0,0,9,2570,0,2760,6733,16
2,1.0,7.074116816197362,10800,1.0,0,7,1180,0,1600,10800,31
3,1.75,7.779466967458324,30409,1.0,0,7,1560,830,1750,13500,62
3,2.5,7.555381944240273,1501,2.5,0,8,1530,380,1760,1750,8
4,1.75,7.732369222284388,3680,1.5,0,7,1470,810,1850,3680,89
4,2.5,7.645397699428633,8325,1.0,0,7,1470,620,1700,8025,32
4,2.75,7.450660796211539,6270,2.0,0,8,1720,0,2130,8700,37
3,2.5,7.840312983320164,5237,2.0,0,8,2540,0,1800,4097,4
1,1.0,7.1785454837637,8667,1.5,0,6,1310,0,1130,4800,97
3,2.0,7.252053951852814,8088,1.0,0,7,1410,0,1770,7401,28
4,3.5,8.232440158470336,20609,2.0,0,11,3760,0,3360,15761,25
3,2.25,7.534228326274089,3230,2.0,0,7,1870,0,1620,3363,18
3,1.0,7.421177528595393,4005,1.5,0,7,1170,500,1240,4005,76
5,2.25,7.893945138235959,13292,1.0,0,8,1340,1340,2220,13181,39
3,1.75,7.528869256642251,48076,1.5,0,8,1860,0,1410,23066,86
3,2.5,7.544861068658458,3880,1.5,0,8,1460,430,1010,3880,100
2,1.0,6.966967138613983,16988,1.0,0,6,1060,0,2320,10580,61
5,2.75,7.630946580890459,329903,1.5,3,7,2060,0,2240,220232,26
2,1.0,7.359467638255621,5000,1.5,3,8,1570,0,1760,3000,91
3,2.25,7.280008252884188,4706,2.0,0,7,1450,0,1490,4667,6
2,1.0,6.7226297948554485,5000,1.0,0,7,830,0,1110,5000,94
4,2.5,7.907283609426348,7850,2.0,0,9,2716,0,2580,14448,1
2,2.25,7.307202314764738,6770,1.5,0,8,1490,0,1820,7875,89
3,2.5,7.479299637782834,9450,1.0,0,8,1770,0,2200,8582,27
4,2.75,8.14060704285845,6500,2.0,0,9,3050,380,3070,6802,9
3,1.0,7.740229524763182,10140,1.0,0,7,2298,0,2580,24724,46
5,2.5,7.645397699428633,8712,1.0,0,8,1420,670,2490,8712,49
5,2.75,8.400884069015854,9600,2.0,0,9,3650,800,4000,9750,1
3,1.75,7.359467638255621,7500,1.0,1,7,1300,270,1590,7660,62
3,1.0,6.947937068614969,7500,1.0,0,6,1040,0,1270,8000,61
3,2.0,7.266128779556451,12430,1.0,0,7,1430,0,1200,8250,58
3,2.5,7.9483852851118995,5802,2.0,0,9,2830,0,2500,5788,14
2,1.0,6.928537818164665,7920,1.0,0,6,1020,0,1530,6900,76
4,2.75,8.092851027538384,9231,2.0,0,10,3270,0,3380,10154,20
3,1.0,7.1631723908466425,10125,1.0,0,7,1290,0,1760,14460,59
4,2.75,7.787796878181171,5225,2.0,0,8,2410,0,2300,5378,14
3,1.0,6.7580945044277305,7740,1.0,0,6,860,0,980,7200,55
3,1.0,7.090909822079984,9527,1.0,0,7,1200,0,1510,9457,56
2,2.5,7.828436359157585,14878,2.0,0,10,2510,0,3080,13594,25
3,2.5,7.484930283289661,5015,2.0,0,7,1780,0,2010,5250,5
2,1.0,7.048386408721883,12861,1.0,0,6,1150,0,1170,7574,56
4,2.5,7.741099090035366,7314,1.0,0,8,1420,880,2010,7314,36
2,1.5,7.507141079727608,8867,2.0,0,7,1820,0,1430,9288,94
3,1.75,7.507141079727608,8740,1.0,0,8,1820,0,2210,8320,28
3,2.25,7.534228326274089,7200,1.0,0,7,1390,480,1830,7876,40
4,2.5,7.901377353792616,9700,1.0,0,8,1670,1030,2470,9228,37
3,1.0,7.462214939768189,10875,1.0,0,7,1020,720,1470,8532,53
2,2.5,7.069874128458572,1366,2.0,0,8,740,435,1710,1255,10
4,2.5,8.263848131368906,35003,2.0,0,10,2570,1310,3740,35230,31
4,2.5,8.080546965824498,7187,2.0,0,9,3230,0,2950,6537,7
5,2.75,7.808323050391055,7830,1.0,0,9,1490,970,2050,7830,60
4,2.75,7.878912912297133,8400,1.0,2,8,1440,1200,2610,6000,68
4,2.5,7.85979918056211,9354,2.0,0,9,2590,0,2730,9264,22
2,1.0,6.769641976852503,4280,1.0,2,6,870,0,1750,4280,94
3,2.25,7.359467638255621,7475,1.0,0,7,1200,370,1700,7230,32
2,2.25,7.039660349862076,1184,2.0,0,8,1010,130,1140,1339,16
4,1.5,7.32052696227274,6460,1.0,0,7,1070,440,1450,6630,45
3,2.0,7.534228326274089,3388,1.0,0,8,1230,640,1780,4050,90
