bedrooms,bathrooms,sqft_lot,floors,view,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price_log,sqft_living_log,property_age
3,1.5,1374,3.0,0,7,1255,0,1307,1232,12.650761671914688,7.135687347028144,11
3,1.0,12231,1.0,0,7,1290,0,1390,11632,12.685410698175234,7.1631723908466425,39
3,1.75,9079,1.0,0,7,1300,0,1890,7369,12.709876675502672,7.170888478512505,29
3,1.5,1086,3.0,0,8,1220,0,1220,1422,12.631343648903034,7.107425474110705,8
4,2.5,4000,3.0,0,8,2630,0,1640,4000,13.39239204133378,7.875119281040293,13
3,1.5,15954,1.0,0,8,1950,0,1940,12667,12.577639650232573,7.576097340623111,56
4,3.25,5000,2.0,0,9,2360,800,2220,4000,14.038654909278163,8.058643712215618,50
3,1.75,4708,1.0,0,7,860,690,1880,5600,13.038983942375959,7.346655163176539,66
4,2.5,6380,1.0,0,7,850,850,1380,6380,12.983103608918753,7.438971592395862,75
4,2.75,11880,1.0,0,8,1630,880,2390,11211,13.406038934481533,7.828436359157585,37
4,1.75,4180,2.0,3,8,1800,0,2180,4620,13.670485941982712,7.496097345175956,94
3,1.75,18000,1.0,0,8,1200,600,1800,18000,12.861001210669146,7.496097345175956,47
3,2.25,9315,1.0,0,7,1350,520,2230,9579,13.116347317149176,7.534228326274089,40
2,1.0,3000,1.0,0,7,1010,0,1150,7000,12.54254845357358,6.918695219020472,90
2,1.5,17487,1.0,0,6,1120,0,1690,8056,12.144202560946876,7.02197642307216,91
3,1.0,4755,1.0,2,8,1200,890,1850,5300,13.078413579737122,7.645397699428633,46
4,3.5,18361,2.0,0,11,4370,0,4190,13641,13.95091606833254,8.382747094863314,14
3,2.0,7187,1.0,0,7,970,470,1440,7187,12.310437165348775,7.273092595999522,34
4,3.0,209523,2.0,0,8,2580,0,3440,213444,13.591117476312084,7.855932199718614,31
4,2.5,7399,2.0,0,10,3190,0,3250,7323,13.321051927896255,8.068089626278244,9
4,3.5,5809,2.0,0,7,1750,630,1620,5775,12.931205293247745,7.7752758464868625,20
4,1.0,4875,1.5,0,7,1420,0,1110,5413,12.899222326086994,7.259116128097101,85
5,2.75,6768,2.0,0,9,2990,0,2870,6768,13.595539469065402,8.003363058629947,1
3,2.5,7757,2.0,0,8,2680,0,2430,8231,12.676079399771027,7.893945138235959,25
4,2.5,7649,2.0,0,7,2730,0,2730,6216,13.136268254957963,7.912423121473705,9
3,1.0,8329,1.0,0,6,1220,0,1490,8322,12.86747370841737,7.107425474110705,69
3,1.0,12616,1.0,0,7,1500,0,1820,13950,12.889172015485954,7.313886831633462,48
3,1.75,11788,1.0,1,8,1430,400,2140,11964,12.829336379587506,7.5126175446745105,57
5,2.5,19252,2.0,0,10,4570,0,3180,13314,14.210858661329949,8.427487278331744,50
4,2.25,7698,2.0,0,8,2470,0,2330,7986,12.79358427261286,7.81237820598861,32
2,1.0,4342,1.0,0,6,670,130,1210,4343,12.923914877701906,6.68586094706836,88
4,2.5,23488,2.0,0,9,2900,0,2900,34589,13.444448325847754,7.972810784121404,23
3,2.0,5760,1.0,0,7,1410,0,1670,6222,12.409017571151187,7.252053951852814,30
5,2.5,25958,1.0,1,8,1610,1220,2670,21567,13.45883704259595,7.9483852851118995,36
4,1.75,9966,1.0,0,7,1100,580,2400,10369,12.498745990829315,7.427144133408616,38
3,1.75,26055,1.0,0,7,920,840,1350,13475,12.323860125621126,7.473637108496206,36
4,2.25,11034,2.0,0,8,2240,0,2300,11550,13.795308871054397,7.714677473800927,39
2,1.0,5000,1.5,2,5,1380,0,1500,5000,13.586098651497313,7.2305631534092925,110
2,1.0,5100,1.0,0,6,820,0,1170,5304,12.180759965737863,6.710523109452428,62
4,2.0,10575,1.0,0,6,1730,450,2180,12010,13.081543466215237,7.687538766201629,65
4,2.0,3600,1.0,0,7,1100,300,1630,2048,13.091906231773164,7.244941546337007,115
2,1.0,9000,1.0,0,5,880,0,1410,10000,11.775297421715827,6.78105762593618,87
2,1.0,5703,1.0,2,6,1060,0,2240,4416,12.691583538230217,6.966967138613983,69
3,1.75,7245,1.0,0,7,1530,0,1530,7490,12.994532278619134,7.333676395657684,31
4,1.75,14782,1.0,3,8,1460,1020,2910,10800,13.217675375388819,7.816416983691801,57
3,1.75,7150,1.0,0,6,1490,0,1350,9100,12.644330802262578,7.307202314764738,48
3,2.5,39478,2.0,2,9,3260,400,2700,38312,13.180634172318978,8.205491613120236,26
4,2.5,8548,2.0,0,8,2340,0,1970,6818,12.873904582205107,7.75833346749091,22
3,1.75,12125,1.0,0,7,1450,0,1210,12125,12.400820837540556,7.280008252884188,34
4,2.5,9875,2.0,0,9,2210,0,2440,8799,13.367661298303675,7.701200180857446,25
4,1.0,7400,1.0,0,7,1130,0,1540,7379,12.278397958261774,7.030857476116121,46
5,1.75,10500,1.0,0,7,1100,450,1420,9823,12.91164481522143,7.346655163176539,54
4,1.75,7140,1.0,0,7,1010,700,1770,8960,12.429220196836383,7.444833273892193,47
3,1.5,8108,1.0,0,7,1010,0,1300,8108,12.91287861862581,6.918695219020472,61
6,2.25,13579,2.0,0,7,2660,0,1120,8242,13.021439671201302,7.886457270977689,25
6,2.25,13579,2.0,0,7,2660,0,1120,8242,13.500801182986649,7.886457270977689,25
3,2.0,9644,1.0,0,7,1300,0,1430,9656,12.495007682693725,7.170888478512505,21
3,2.5,6186,2.0,0,7,1670,0,2390,6924,12.577467222169135,7.421177528595393,13
2,1.0,4080,1.0,0,7,960,0,1300,4080,13.244582780038517,6.8679744089702925,104
4,3.25,51836,2.0,0,12,4670,0,4230,41075,14.271669414101318,8.449128460502108,27
3,2.5,2770,2.0,0,8,1770,370,2510,2708,13.362955414648066,7.669028288589683,8
5,3.0,5500,1.0,0,8,1550,970,1700,8000,12.765691290604371,7.83241092718792,11
3,1.5,9380,1.0,0,7,1130,520,1720,8856,12.676079399771027,7.409136443920128,37
2,1.75,5680,1.0,0,8,1440,0,1320,3547,12.25486757159303,7.273092595999522,37
2,1.0,5900,1.0,0,7,1050,0,1280,5900,12.409017571151187,6.957497370876951,65
3,1.75,7650,1.0,0,7,1130,340,1590,7500,12.700771936142122,7.293697720601438,32
4,2.25,37769,2.0,0,11,4230,0,3890,37034,13.800397935382136,8.350193650720067,26
3,1.75,7972,1.0,3,8,1370,600,2460,9796,13.124363376072994,7.58629630715272,39
3,2.25,17424,2.0,0,7,1540,0,1560,11439,12.660331092405906,7.340186835320115,23
3,2.75,8354,2.0,0,8,2090,0,2280,6348,12.90669432231532,7.645397699428633,3
3,2.0,17950,2.0,0,8,2110,270,2030,23900,13.217675375388819,7.7752758464868625,81
4,2.5,3562,2.0,0,9,2156,0,1708,3539,12.758522821680685,7.676473646389156,3
4,2.25,8893,2.0,0,8,2070,0,2390,7700,12.807655372286902,7.635786861395585,29
3,1.0,8167,1.0,0,8,1270,640,1500,6816,13.28448392755959,7.555381944240273,64
3,1.75,7400,1.0,0,8,1260,660,2360,8048,13.312985389904174,7.560601162768557,38
3,3.25,5979,2.0,0,9,2290,1110,3090,6435,14.077875591662238,8.131824785007195,78
3,2.0,9177,1.0,0,7,1400,0,2020,8547,12.358798024384122,7.244941546337007,41
4,2.5,17715,2.0,0,8,2210,0,2210,16907,12.793862088206213,7.701200180857446,18
2,1.75,4887,1.0,0,6,1020,150,1170,5441,13.036807667689546,7.065613363597717,86
3,2.0,72745,1.0,0,9,2100,0,2290,54885,13.51440681653079,7.650168700845001,20
3,1.0,9750,1.0,0,7,1160,0,1160,9650,12.628070334272698,7.057036981697891,48
3,1.0,4000,1.0,0,6,900,600,950,4000,12.886643575525625,7.313886831633462,90
4,2.5,6000,2.0,0,8,2940,0,2510,6600,13.235693848424024,7.9865049385539955,15
4,1.75,5070,1.0,1,7,1300,710,2180,5400,13.384729180332174,7.606387389772652,52
3,2.5,4912,2.0,0,7,2170,0,2010,4395,13.016893966928787,7.682943169878292,12
3,1.5,5200,1.0,3,7,1250,180,2210,6240,13.156766736486944,7.266128779556451,75
4,1.5,6460,1.0,0,7,1070,440,1450,6630,12.983103608918753,7.32052696227274,45
3,1.0,6908,1.0,0,6,800,350,1150,6908,12.706847933442663,7.048386408721883,63
3,1.75,4200,1.0,4,8,1140,1010,2510,7500,13.76421831620775,7.67368812926773,55
3,1.0,6001,1.0,0,7,1230,140,1370,5520,13.010316110729669,7.223295679562314,71
2,2.5,6600,1.0,0,8,2380,0,1870,6600,13.458551287894412,7.7752758464868625,5
3,1.75,3850,1.0,0,7,770,600,1390,3600,13.652992804936396,7.223295679562314,27
3,1.75,14250,1.0,0,7,1070,530,2140,14960,12.66508168011904,7.3783837129967145,36
5,3.5,9612,1.0,2,9,2030,1720,3270,9688,13.756292259311698,8.229777750081887,34
2,2.25,3938,2.0,4,10,2910,1040,3220,4500,14.085538458535822,8.281723990411392,24
4,2.25,13430,1.0,0,9,2400,0,2580,10077,13.66072751156875,7.783640596221253,51
5,1.5,4000,2.5,0,8,2830,0,1480,4000,12.913125196739307,7.9483852851118995,97
4,2.5,22594,2.0,0,8,2440,0,2560,33341,13.244582780038517,7.80016307039296,19
3,2.25,1149,2.0,0,8,1050,140,1210,1316,12.899222326086994,7.0825485693553,7
3,2.0,218252,1.0,0,7,1400,0,2230,218222,12.706850963741102,7.244941546337007,18
4,2.75,4683,2.0,0,7,2730,0,2230,4924,12.834550629748248,7.912423121473705,10
3,2.75,7939,1.0,0,7,1610,780,1920,7939,12.912385279921523,7.779466967458324,32
3,2.25,31400,2.0,0,8,2060,0,2160,34500,13.235693848424024,7.630946580890459,31
4,2.25,9864,1.0,0,8,1290,1200,2360,9864,13.621927022483105,7.820439515262181,54
3,1.75,10968,1.0,0,7,1100,0,1400,7799,12.468440756144114,7.00397413672268,31
4,2.5,6099,1.0,0,8,1470,960,2180,6099,13.541075028051122,7.796057974316123,50
3,2.5,12750,2.0,0,10,2360,810,2970,13125,12.91164481522143,8.061802274538348,20
4,2.5,8625,2.0,0,8,2640,0,2240,8700,12.971310228604022,7.878912912297133,28
3,1.5,7223,1.0,0,7,1130,0,1320,7356,12.74110588624638,7.030857476116121,54
5,2.0,7642,1.5,0,7,1940,0,1940,8724,13.05033232388424,7.57095858316901,58
2,2.0,3000,1.5,0,7,1100,0,1390,4000,13.017005083966255,7.00397413672268,10
3,1.0,10800,1.0,0,7,1200,0,1370,9950,12.873904582205107,7.0909098220799835,60
3,2.25,8030,1.0,0,8,1000,1000,2070,8250,12.948012371209098,7.601402334583733,52
3,2.5,4838,2.0,0,8,1730,160,1910,7409,12.505995740029274,7.544861068658458,13
4,2.0,2874,1.0,0,7,1060,850,1520,2874,13.108266481420335,7.555381944240273,105
4,2.5,5880,2.0,0,9,2710,0,2520,6000,12.821260987319457,7.905072849498666,17
5,4.25,9453,1.5,1,10,3100,1760,3150,8557,14.626441218624949,8.488999457045455,110
3,1.0,23680,1.0,0,7,1250,0,1450,23680,12.628070334272698,7.1316985104669115,48
3,1.75,8219,1.5,0,6,970,620,2030,7504,12.899222326086994,7.372118028337787,77
3,1.5,1221,2.0,0,8,1050,190,1180,887,12.676079399771027,7.123672785204607,6
4,1.0,4800,2.0,0,7,2000,0,1260,1452,13.480039220276565,7.601402334583733,104
6,2.75,10003,1.5,0,8,3610,0,2560,10004,13.384729180332174,8.191740021277457,49
5,1.75,8040,1.0,0,8,1930,0,2370,8000,12.292254928916668,7.565793282428515,49
2,1.0,5400,1.0,0,7,1280,0,1540,5670,13.122365377402328,7.155396301896734,51
4,2.0,40419,1.0,0,7,2090,0,2380,63162,13.038983942375959,7.645397699428633,31
3,1.5,9887,1.0,0,7,1140,800,1410,9936,12.356649805075568,7.57095858316901,46
3,2.5,5761,2.0,0,7,1800,0,1800,5952,12.9195149791344,7.496097345175956,25
3,1.75,8400,1.0,0,7,1400,330,1830,8636,13.165424782571753,7.456454555176209,35
4,2.5,11120,2.0,0,9,2810,0,3100,12672,13.42246945133505,7.941295570906532,33
4,3.5,11000,1.0,2,11,2260,1290,4100,10012,14.119312750303045,8.174984532943087,16
4,1.0,7980,1.5,0,6,1330,0,1570,8588,12.429020177633873,7.193685818395112,63
2,1.0,34133,1.0,0,6,750,0,1460,25792,12.25486757159303,6.621405651764134,65
4,1.0,7216,1.0,0,7,1090,670,1180,3844,12.97142652768818,7.473637108496206,68
4,2.5,36276,2.0,0,9,3200,0,2930,33171,13.511022723127397,8.071218539969863,22
4,2.0,9000,1.0,0,8,1740,0,1850,7700,13.47302165746721,7.462214939768189,57
3,2.5,4700,2.0,0,8,2100,0,2100,4700,13.060490101343552,7.650168700845001,16
4,3.5,40097,1.0,0,12,4270,0,3510,36149,13.910821646859095,8.359603270841466,22
3,2.0,2720,1.5,0,7,1340,0,2030,4590,13.384729180332174,7.201170883281678,102
4,2.5,8684,1.0,3,9,1680,1510,3160,8684,14.011078163876332,8.068089626278244,48
3,2.5,4534,2.0,0,8,1630,0,1380,4779,12.953047281776819,7.396948602621014,28
5,2.5,15085,2.0,0,9,2990,0,3150,13076,13.345508528717259,8.003363058629947,8
4,1.0,7740,1.5,0,6,1550,0,1220,7740,12.861520554956735,7.346655163176539,61
3,2.25,4964,2.0,0,8,1690,0,1800,5036,13.122365377402328,7.43307534889858,26
4,2.25,12243,2.0,0,8,1960,0,1910,12230,12.637858308703688,7.581209826196346,26
3,2.75,9966,1.0,0,8,1360,1030,2140,10713,13.244582780038517,7.779466967458324,38
3,2.5,4438,2.0,0,7,2600,0,2600,4904,13.272507757002963,7.8636512654486515,11
3,2.0,8698,1.0,0,8,1950,0,2330,7212,12.796636007394284,7.576097340623111,16
3,1.0,7210,1.0,0,7,1250,0,1530,8800,12.75130259456002,7.1316985104669115,51
2,2.25,1253,2.0,0,8,840,340,1310,1963,12.945628585536271,7.074116816197362,7
3,2.5,4308,2.0,0,7,1680,0,2160,4182,12.757082940769225,7.427144133408616,11
4,2.25,36085,2.0,0,9,2220,0,3000,36906,13.345508528717259,7.7057128238944275,26
4,4.25,15188,2.0,2,11,3090,1800,3470,16201,14.690979711984754,8.495152060539358,16
3,3.25,17852,2.5,0,8,2660,0,1320,11876,12.84529412258351,7.886457270977689,1
3,1.5,3323,2.0,0,7,1150,0,1150,2980,12.644330802262578,7.048386408721883,27
2,2.0,5500,1.0,0,6,1130,0,1320,6600,12.429220196836383,7.030857476116121,74
5,2.75,5000,2.0,0,9,2760,0,2870,5030,13.432786403100184,7.923348211930154,10
3,2.0,8919,1.0,0,7,1430,0,1580,8919,12.415121329251784,7.266128779556451,23
3,1.0,57381,1.5,0,5,1490,0,1580,101529,12.691583538230217,7.307202314764738,83
4,2.5,4997,2.0,0,8,2030,0,2095,5500,12.647390622477982,7.616283561580385,11
3,2.0,5000,2.0,2,9,1890,1120,2688,5000,13.910821646859095,8.010027528481734,84
3,1.0,7200,1.0,0,7,1130,680,1810,8100,12.568981617474362,7.501634457883413,61
3,1.0,7200,1.0,0,7,1130,680,1810,8100,12.973865689268807,7.501634457883413,61
3,1.0,5000,1.0,0,6,970,0,1290,5875,12.328294703023394,6.878326468291325,47
3,1.75,3090,1.5,0,7,1510,500,1600,3150,13.623139877437296,7.606387389772652,89
4,1.0,6030,1.5,0,6,1300,0,1240,6900,12.07254696717504,7.170888478512505,68
3,1.5,10350,1.0,0,7,1260,0,1800,10350,13.05140643553614,7.13966033596492,56
4,2.25,24931,2.0,0,8,2610,0,2550,18306,13.398480330934175,7.8674885686991285,32
3,1.75,5753,1.0,3,8,1110,800,1630,5580,13.296318365198623,7.555381944240273,74
3,2.25,16290,2.0,0,8,1780,0,1780,8810,12.765691290604371,7.484930283289661,28
4,2.25,8600,1.0,0,8,1900,0,2120,8000,12.506180941677357,7.550135342488429,40
6,2.25,25600,1.0,2,7,1340,1110,1850,10230,13.403777346275337,7.804251383528112,58
3,1.75,14000,1.0,0,5,1380,0,1490,18503,12.428820118415677,7.2305631534092925,58
3,1.75,11340,1.0,0,7,1230,690,1980,9638,12.690043896785632,7.560601162768557,38
2,1.75,4003,1.0,0,8,1350,0,1350,4479,12.971542813248437,7.208600337960199,11
2,1.75,4003,1.0,0,8,1350,0,1350,4479,12.9478933167868,7.208600337960199,11
4,1.75,7440,1.0,2,8,1290,1220,1790,8000,12.560247968016562,7.828436359157585,53
4,2.5,7780,2.0,0,8,2470,0,2100,5972,12.712893259942282,7.81237820598861,13
4,1.75,10725,1.0,0,7,960,700,1340,9023,12.549665896013254,7.415175109613295,59
3,1.0,5175,1.0,0,7,940,400,1020,5500,12.676079399771027,7.201170883281678,28
3,1.0,30736,1.5,0,7,1620,0,2440,28826,12.968631609821083,7.390798521735676,38
3,2.25,35287,2.0,0,8,2300,0,1760,47916,12.706850963741102,7.741099090035366,38
4,3.5,2309,3.0,0,8,2000,0,1440,1548,13.031346169595265,7.601402334583733,7
3,2.25,11050,1.0,0,8,1640,0,1870,11050,12.77138929548529,7.403061091090091,43
4,2.0,4080,1.5,0,7,1530,0,1860,4080,13.406038934481533,7.333676395657684,103
3,1.75,11894,1.0,0,9,2190,1810,2530,8650,13.350297037805756,8.294299608857235,28
3,1.75,12555,1.0,0,7,1080,530,1780,10374,13.146081857144738,7.384610383176974,38
3,2.0,9000,1.0,0,7,1450,620,1630,7885,12.445093483000798,7.635786861395585,46
4,2.5,5790,2.0,0,8,1900,0,2030,5790,13.191518102458952,7.550135342488429,21
3,1.0,16050,1.0,0,7,1050,0,1610,27600,12.569513647983038,6.957497370876951,34
3,2.5,1304,2.0,0,8,1180,340,1270,1718,12.989976472461,7.327123292259293,9
4,1.75,23899,1.0,0,7,1750,640,1840,33900,13.017005083966255,7.779466967458324,66
5,2.75,8050,2.0,0,8,2400,0,2400,8050,12.69771850797869,7.783640596221253,17
4,2.5,6120,2.0,0,7,1790,0,1950,5660,12.822611422769967,7.490529402060711,10
3,2.5,6271,2.0,0,7,1720,0,1570,6587,12.487488878546145,7.450660796211539,22
4,2.75,13260,1.0,0,8,1800,1180,1920,10731,13.017005083966255,8.000014093678072,36
3,1.0,213444,1.5,3,8,1520,0,2640,213444,12.959846800844963,7.327123292259293,27
3,1.75,8690,1.0,0,7,1150,0,1330,7040,12.023357011097826,7.048386408721883,38
1,0.75,15000,1.0,0,5,380,0,1170,15000,12.409017571151187,5.942799375126701,52
3,1.0,5212,1.0,0,7,910,0,1520,6300,13.244582780038517,6.814542897259958,64
3,1.75,10150,1.0,0,8,1230,420,1930,8958,13.199141068399515,7.409136443920128,39
3,3.5,3200,2.0,0,10,2480,0,1980,3200,13.721200977393528,7.816416983691801,5
4,2.5,7416,2.0,0,8,2050,0,2050,7920,12.54254845357358,7.62608275807238,25
3,2.25,8549,2.0,0,7,1420,0,1560,7471,12.524530013005734,7.259116128097101,26
3,2.5,6590,2.0,0,7,3460,0,2490,6312,13.054086677976365,8.149312843635345,14
3,2.5,4445,2.0,0,8,1500,0,1730,4408,13.033534349487674,7.313886831633462,19
2,1.0,3090,1.0,0,7,1320,0,1270,4120,12.850966642720687,7.186144304522325,107
5,2.5,8240,1.0,0,8,1220,960,2050,7590,12.577636201962656,7.687538766201629,38
3,1.75,4160,1.0,0,7,1230,600,1950,4160,13.373045828251781,7.5126175446745105,96
3,2.25,8701,1.0,0,7,1220,400,1600,7910,13.06038371293213,7.390798521735676,53
3,2.0,13650,1.0,2,8,1460,1460,2920,10988,13.586098651497313,7.979681302387741,40
4,2.5,10514,2.0,0,10,3300,0,2820,11462,13.573440270649085,8.101980731853192,31
3,2.25,12095,2.0,0,10,3060,0,3060,11455,13.664688831019712,8.026496938945412,32
0,0.0,4764,3.5,2,7,3064,0,2360,4000,13.90626583447433,8.027802848370312,25
3,1.0,8498,1.0,0,7,1530,0,1380,8498,11.901590234400047,7.333676395657684,56
3,2.0,11576,1.0,0,7,1410,500,2040,8750,12.873904582205107,7.555381944240273,37
3,1.0,8100,1.0,0,7,1020,0,1020,8100,12.34148164933907,6.928537818164665,61
3,1.0,8100,1.0,0,6,1150,0,1120,8100,12.128116509451258,7.048386408721883,83
3,1.5,9570,1.0,0,7,870,390,1620,7000,12.935795216537384,7.13966033596492,74
4,2.0,4822,1.0,0,6,920,1000,1120,4822,12.206077645517674,7.560601162768557,101
4,2.25,9350,1.0,0,8,1800,0,2060,8800,12.323860125621126,7.496097345175956,46
3,1.75,4000,2.0,0,7,1360,680,1610,4000,13.487007879880162,7.621195162809845,91
4,2.5,4000,2.0,0,8,1430,770,2100,4000,13.742940940397677,7.696667081526462,107
5,2.5,17204,1.0,0,7,2160,1040,4090,15732,14.054528245836039,8.071218539969863,63
5,3.25,3118,2.0,0,7,1780,620,2100,3941,13.45883704259595,7.783640596221253,87
2,1.5,1058,3.0,0,7,1140,0,1170,1116,13.051943059028227,7.039660349862076,10
3,1.5,10640,1.0,0,7,1330,0,1460,8520,12.832013750189885,7.193685818395112,39
3,2.5,10035,2.0,0,8,1940,0,2810,8333,13.081543466215237,7.57095858316901,21
3,2.5,25341,2.0,0,9,3000,0,3000,32417,13.51440681653079,8.006700845440367,20
4,1.0,5400,1.5,0,8,1820,0,1820,5400,13.825461878915961,7.507141079727608,1
4,2.5,5000,2.0,0,8,2910,0,2740,5045,12.886643575525625,7.976251943745623,13
2,1.0,6771,1.0,0,6,1090,0,1200,4992,12.73670383776449,6.994849985833071,61
3,2.0,1340,2.0,0,7,1020,210,1260,1312,12.250094315624496,7.115582126184454,12
5,2.5,7700,1.5,0,7,1710,0,1530,7700,12.97537267035275,7.444833273892193,53
5,2.5,11470,1.0,0,9,1780,1380,3260,11470,13.795308871054397,8.058643712215618,44
3,2.5,28243,2.0,0,9,2680,0,2670,32130,13.399996629152975,7.893945138235959,22
4,2.25,9009,2.0,0,8,1840,350,2190,10251,13.500801182986649,7.692113339595466,38
3,1.75,9600,1.0,0,7,1260,0,1640,9946,12.582798715298532,7.13966033596492,27
4,3.5,14486,2.0,0,9,2340,630,3680,14486,13.715691327653829,7.9966538754626075,18
4,2.5,50308,1.5,0,10,2570,0,3420,37891,13.592368256649284,7.852050207265889,22
4,3.5,13592,1.0,1,9,2560,1250,3230,9311,13.64103930673094,8.24564690087386,2
1,1.5,1157,2.0,0,8,950,60,1360,1688,12.206077645517674,6.918695219020472,8
3,2.0,6698,1.0,0,7,1080,400,1850,7348,12.611541086966115,7.300472814267799,36
3,1.75,6041,1.5,0,7,1250,0,1180,6042,13.180634172318978,7.1316985104669115,73
3,2.25,8479,2.0,0,7,1654,0,1654,8479,12.660172350152195,7.411556287811163,20
3,1.75,9315,1.0,0,7,1410,0,1630,8250,12.449022745701502,7.252053951852814,55
5,2.75,5720,1.0,0,7,1500,660,2160,4996,13.217675375388819,7.6783263565068856,65
3,1.0,4800,1.0,0,6,700,700,1470,6000,12.983103608918753,7.244941546337007,98
3,1.75,8738,1.0,0,7,1420,0,1660,8738,12.36308066783498,7.259116128097101,49
4,2.25,10062,1.0,0,8,1600,900,2500,9750,13.329379172803593,7.824445930877619,40
3,2.0,8384,1.0,0,7,1410,0,1410,9205,12.230770136157428,7.252053951852814,30
4,1.75,7135,1.0,0,7,1050,1050,1730,4000,12.85840043573314,7.650168700845001,60
3,2.5,7208,2.0,0,8,1750,0,2050,7524,12.688501881189456,7.467942332285852,21
3,1.75,5500,1.0,0,7,1130,940,1800,4400,13.377007146164305,7.635786861395585,69
3,3.25,1777,2.0,0,8,1260,310,1000,1777,13.25339339419516,7.359467638255621,8
3,2.5,5322,2.0,0,8,1920,0,1920,5000,12.688501881189456,7.560601162768557,16
2,1.0,10320,1.0,0,6,1000,0,1100,5160,12.506180941677357,6.90875477931522,72
5,1.5,7700,1.5,0,7,2120,0,1730,7700,12.577639650232573,7.659642954564682,53
3,2.0,9220,1.0,0,7,1440,0,1390,7830,12.429220196836383,7.273092595999522,50
3,1.75,16275,2.0,0,7,1660,0,1520,16275,12.742568940017076,7.415175109613295,25
3,1.5,8450,1.0,0,7,1340,0,1340,8920,12.449022745701502,7.201170883281678,57
3,2.25,11824,1.0,0,9,1450,930,2750,11491,13.592368256649284,7.7752758464868625,43
3,1.75,4049,1.5,2,7,1000,560,1430,3738,13.019224835777257,7.353081920515432,89
4,2.5,10480,1.0,3,7,1390,1390,2860,10506,13.805461232211272,7.930565854233965,48
4,2.5,6687,1.0,0,7,1220,640,1860,6117,12.5721071517933,7.528869256642251,32
3,1.5,4600,2.0,0,8,1750,640,1690,5220,12.948012371209098,7.779466967458324,20
2,2.75,1140,2.0,0,8,1080,290,1370,1090,12.791080452981857,7.223295679562314,6
4,3.0,262018,1.0,0,7,1420,1150,2260,19811,12.873904582205107,7.852050207265889,27
3,2.5,2614,2.0,0,7,1320,0,1320,2533,12.611541086966115,7.186144304522325,10
5,2.5,7863,1.0,0,7,1500,1020,2030,8580,13.208542908506082,7.83241092718792,34
3,1.0,18616,1.0,0,6,1250,0,1920,15654,12.571930299043558,7.1316985104669115,43
3,2.25,35026,1.0,0,7,1290,270,1660,35160,12.611207699176356,7.353081920515432,30
4,2.0,5000,1.5,0,7,1720,610,2090,5000,13.700100828786772,7.754052639035757,90
3,2.0,22410,1.0,3,9,1830,1830,2680,8250,13.997832948091215,8.205491613120236,68
4,2.5,4650,2.0,0,8,2790,0,2820,4650,12.84265212010087,7.934155233536322,11
2,1.0,7200,1.0,0,6,1060,0,1850,8291,12.611524420216115,6.966967138613983,64
3,2.5,6564,1.0,0,7,1310,710,1710,5151,12.441148720271016,7.611347717403621,21
3,2.25,47916,1.0,0,7,1580,0,1980,75358,12.765691290604371,7.365812837209472,36
4,3.0,4300,1.5,0,6,2020,0,1290,3440,13.244582780038517,7.611347717403621,115
2,1.0,5665,1.0,0,6,970,0,1490,4429,12.660331092405906,6.878326468291325,107
4,3.0,6766,1.5,1,7,1490,0,1990,6526,13.25339339419516,7.307202314764738,100
5,3.5,10140,2.0,0,9,3350,1040,2010,8400,13.786082777139049,8.387312270561717,10
5,2.5,5589,1.5,0,9,1840,910,1460,4250,13.726680437153236,7.919719760924575,105
4,1.5,23568,1.0,0,7,2150,0,2150,10125,12.945628585536271,7.67368812926773,65
4,1.75,7480,1.0,0,7,1230,580,1870,9594,12.468440756144114,7.501634457883413,38
3,3.0,12968,2.0,0,9,2230,0,2260,10160,14.094278769742047,7.7102051944325325,25
3,1.0,10720,1.0,0,7,2430,0,1660,11560,12.821125843418026,7.796057974316123,38
3,2.5,13384,2.0,0,10,3680,0,3600,11306,13.844973239081478,8.210939733379021,21
5,1.0,6750,1.5,0,6,1410,0,1360,6750,12.983103608918753,7.252053951852814,86
3,1.75,6743,1.0,0,8,1330,0,2600,7350,13.30635187740947,7.193685818395112,13
3,1.0,10650,1.0,0,7,1150,340,1730,9800,13.0400703062278,7.307202314764738,52
3,2.5,1159,3.0,3,8,2020,0,1920,3600,13.487007879880162,7.611347717403621,15
4,2.5,13202,2.0,0,10,3130,0,2840,10470,13.654168582642953,8.049107721326406,19
4,3.0,5000,2.0,2,7,2670,0,2300,5000,13.217675375388819,7.890208213109961,37
4,1.0,4560,1.5,0,7,1980,0,1810,3245,13.45883704259595,7.591357046698551,95
3,1.75,14850,1.0,0,7,2100,0,1930,17238,12.685410698175234,7.650168700845001,52
3,1.0,8581,1.0,0,6,1350,0,2080,8451,12.75275081654168,7.208600337960199,71
4,1.5,7920,1.0,0,7,1190,950,2140,7238,12.84265212010087,7.669028288589683,56
4,2.0,5000,3.0,0,8,2208,0,1760,5000,13.384729180332174,7.700295203420117,98
3,2.0,7380,1.0,0,7,1010,0,1650,9030,12.861001210669146,6.918695219020472,33
2,1.0,2970,1.0,0,7,970,0,1670,3000,12.959846800844963,6.878326468291325,105
4,2.0,6174,1.5,0,6,1520,0,1390,5407,12.25486757159303,7.327123292259293,95
4,2.5,43101,2.0,0,9,2740,0,2740,33447,13.353476685668044,7.916078096302786,22
